,batter,season,home_key_batter_1_count,home_key_batter_2_count,away_key_batter_1_count,away_key_batter_2_count,overall_key_count,home_key_count,away_key_count
1427,Rahul Tripathi,2021,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1445,Rohit Sharma,2008,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1447,Rohit Sharma,2020,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1448,Rohit Sharma,2021,0.0,0.0,3.0,0.0,3.0,0.0,3.0
1513,Ajinkya Rahane ,2019,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1546,Cameron White ,2013,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1553,Chris Lynn ,2017,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1582,Dinesh Karthik ,2022,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1591,Gautam Gambhir ,2012,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1609,Jacques Kallis ,2012,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1617,Jos Buttler ,2016,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1637,MS Dhoni ,2013,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1655,Mayank Agarwal ,2011,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1706,Rishabh Pant ,2018,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1710,Robin Uthappa ,2018,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1714,Rohit Sharma ,2022,0.0,0.0,0.0,3.0,3.0,0.0,3.0
1760,Tilak Varma ,2022,0.0,0.0,0.0,3.0,3.0,0.0,3.0
3,AB de Villiers,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
5,AB de Villiers,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
29,Ajinkya Rahane,2014,1.0,0.0,2.0,0.0,3.0,1.0,2.0
47,Ambati Rayudu,2022,1.0,0.0,2.0,0.0,3.0,1.0,2.0
48,Andre Russell,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
52,Andrew Symonds,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
61,Ben Stokes,2020,1.0,0.0,2.0,0.0,3.0,1.0,2.0
74,Cameron Green,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
79,Chris Gayle,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
86,Chris Gayle,2019,1.0,0.0,2.0,0.0,3.0,1.0,2.0
88,Chris Lynn,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
101,David Miller,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
132,Dinesh Karthik,2013,1.0,0.0,2.0,0.0,3.0,1.0,2.0
138,Dwayne Bravo,2008,1.0,0.0,2.0,0.0,3.0,1.0,2.0
139,Dwayne Bravo,2012,1.0,0.0,2.0,0.0,3.0,1.0,2.0
147,Evin Lewis,2018,1.0,0.0,2.0,0.0,3.0,1.0,2.0
159,Gautam Gambhir,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
163,Gautam Gambhir,2014,1.0,0.0,2.0,0.0,3.0,1.0,2.0
186,Herschelle Gibbs,2009,1.0,0.0,2.0,0.0,3.0,1.0,2.0
202,Jason Roy,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
212,Jonny Bairstow,2021,1.0,0.0,2.0,0.0,3.0,1.0,2.0
214,Jos Buttler,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
226,KL Rahul,2021,1.0,0.0,2.0,0.0,3.0,1.0,2.0
231,Kane Williamson,2020,1.0,0.0,2.0,0.0,3.0,1.0,2.0
244,Kieron Pollard,2013,1.0,0.0,2.0,0.0,3.0,1.0,2.0
259,Kyle Mayers,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
265,Lendl Simmons,2014,1.0,0.0,2.0,0.0,3.0,1.0,2.0
278,MS Dhoni,2019,1.0,0.0,2.0,0.0,3.0,1.0,2.0
285,Manan Vohra,2013,1.0,0.0,2.0,0.0,3.0,1.0,2.0
296,Manish Pandey,2020,1.0,0.0,2.0,0.0,3.0,1.0,2.0
309,Matthew Hayden,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
326,Moises Henriques,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
328,Murali Vijay,2011,1.0,0.0,2.0,0.0,3.0,1.0,2.0
334,Naman Ojha,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
343,Nitish Rana,2020,1.0,0.0,2.0,0.0,3.0,1.0,2.0
345,Nitish Rana,2022,1.0,0.0,2.0,0.0,3.0,1.0,2.0
362,Prabhsimran Singh,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
373,Rahul Dravid,2008,1.0,0.0,2.0,0.0,3.0,1.0,2.0
382,Rahul Tripathi,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
402,Robin Uthappa,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
403,Robin Uthappa,2016,1.0,0.0,2.0,0.0,3.0,1.0,2.0
416,Rohit Sharma,2019,1.0,0.0,2.0,0.0,3.0,1.0,2.0
424,Ruturaj Gaikwad,2022,1.0,0.0,2.0,0.0,3.0,1.0,2.0
432,Sachin Tendulkar,2009,1.0,0.0,2.0,0.0,3.0,1.0,2.0
447,Sanju Samson,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
449,Sanju Samson,2019,1.0,0.0,2.0,0.0,3.0,1.0,2.0
456,Saurabh Tiwary,2021,1.0,0.0,2.0,0.0,3.0,1.0,2.0
495,Shreyas Iyer,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
514,Stephen Fleming,2008,1.0,0.0,2.0,0.0,3.0,1.0,2.0
515,Steven Smith,2012,1.0,0.0,2.0,0.0,3.0,1.0,2.0
532,Suresh Raina,2013,1.0,0.0,2.0,0.0,3.0,1.0,2.0
551,Tillakaratne Dilshan,2009,1.0,0.0,2.0,0.0,3.0,1.0,2.0
553,Tillakaratne Dilshan,2012,1.0,0.0,2.0,0.0,3.0,1.0,2.0
559,Venkatesh Iyer,2023,1.0,0.0,2.0,0.0,3.0,1.0,2.0
570,Virat Kohli,2014,1.0,0.0,2.0,0.0,3.0,1.0,2.0
573,Virat Kohli,2017,1.0,0.0,2.0,0.0,3.0,1.0,2.0
582,Virender Sehwag,2010,1.0,0.0,2.0,0.0,3.0,1.0,2.0
593,Wriddhiman Saha,2016,1.0,0.0,2.0,0.0,3.0,1.0,2.0
604,Yusuf Pathan,2015,1.0,0.0,2.0,0.0,3.0,1.0,2.0
615,AB de Villiers ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
632,Adam Gilchrist ,2012,0.0,1.0,0.0,2.0,3.0,1.0,2.0
638,Aiden Markram ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
651,Ambati Rayudu ,2010,0.0,1.0,0.0,2.0,3.0,1.0,2.0
658,Ambati Rayudu ,2019,0.0,1.0,0.0,2.0,3.0,1.0,2.0
685,Axar Patel ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
717,Corey Anderson ,2014,0.0,1.0,0.0,2.0,3.0,1.0,2.0
723,David Hussey ,2008,0.0,1.0,0.0,2.0,3.0,1.0,2.0
729,David Miller ,2017,0.0,1.0,0.0,2.0,3.0,1.0,2.0
733,David Miller ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
738,David Warner ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
761,Dinesh Karthik ,2014,0.0,1.0,0.0,2.0,3.0,1.0,2.0
771,Dwayne Smith ,2015,0.0,1.0,0.0,2.0,3.0,1.0,2.0
789,Gautam Gambhir ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
792,Gautam Gambhir ,2017,0.0,1.0,0.0,2.0,3.0,1.0,2.0
802,Gurkeerat Singh Mann ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
848,Jos Buttler ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
852,KL Rahul ,2019,0.0,1.0,0.0,2.0,3.0,1.0,2.0
874,Kieron Pollard ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
875,Kieron Pollard ,2012,0.0,1.0,0.0,2.0,3.0,1.0,2.0
880,Kieron Pollard ,2020,0.0,1.0,0.0,2.0,3.0,1.0,2.0
883,Krunal Pandya ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
884,Krunal Pandya ,2017,0.0,1.0,0.0,2.0,3.0,1.0,2.0
895,Lendl Simmons ,2015,0.0,1.0,0.0,2.0,3.0,1.0,2.0
896,Liam Livingstone ,2019,0.0,1.0,0.0,2.0,3.0,1.0,2.0
898,Luke Pomersbach ,2008,0.0,1.0,0.0,2.0,3.0,1.0,2.0
911,MS Dhoni ,2022,0.0,1.0,0.0,2.0,3.0,1.0,2.0
941,Marcus Stoinis ,2019,0.0,1.0,0.0,2.0,3.0,1.0,2.0
969,Moises Henriques ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
996,Nitish Rana ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1002,Paul Valthaty ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1007,Piyush Chawla ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1012,Prithvi Shaw ,2022,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1023,Rahul Dravid ,2012,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1026,Rahul Tewatia ,2020,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1046,Rishabh Pant ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1051,Rishabh Pant ,2022,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1072,Rohit Sharma ,2013,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1078,Rohit Sharma ,2021,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1086,Ryan ten Doeschate ,2013,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1103,Sanju Samson ,2016,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1104,Sanju Samson ,2017,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1132,Shikhar Dhawan ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1147,Shimron Hetmyer ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1150,Shreyas Iyer ,2018,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1154,Shreyas Iyer ,2022,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1177,Suresh Raina ,2008,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1181,Suresh Raina ,2012,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1183,Suresh Raina ,2014,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1185,Suresh Raina ,2017,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1196,Thisara Perera ,2013,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1213,Venugopal Rao ,2011,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1214,Venugopal Rao ,2012,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1233,Virat Kohli ,2023,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1243,Wriddhiman Saha ,2015,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1259,Yusuf Pathan ,2015,0.0,1.0,0.0,2.0,3.0,1.0,2.0
1261,Yusuf Pathan ,2018,0.0,1.0,0.0,2.0,3.0,1.0,2.0
7,AB de Villiers,2019,2.0,0.0,1.0,0.0,3.0,2.0,1.0
19,Adam Gilchrist,2011,2.0,0.0,1.0,0.0,3.0,2.0,1.0
24,Aiden Markram,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
40,Ambati Rayudu,2010,2.0,0.0,1.0,0.0,3.0,2.0,1.0
43,Ambati Rayudu,2015,2.0,0.0,1.0,0.0,3.0,2.0,1.0
68,Brad Hodge,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
122,Deepak Hooda,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
131,Dinesh Karthik,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
142,Dwayne Smith,2015,2.0,0.0,1.0,0.0,3.0,2.0,1.0
164,Gautam Gambhir,2015,2.0,0.0,1.0,0.0,3.0,2.0,1.0
166,Gautam Gambhir,2017,2.0,0.0,1.0,0.0,3.0,2.0,1.0
175,Glenn Maxwell,2023,2.0,0.0,1.0,0.0,3.0,2.0,1.0
195,Jacques Kallis,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
211,Jonny Bairstow,2020,2.0,0.0,1.0,0.0,3.0,2.0,1.0
216,Jos Buttler,2019,2.0,0.0,1.0,0.0,3.0,2.0,1.0
219,Jos Buttler,2023,2.0,0.0,1.0,0.0,3.0,2.0,1.0
222,KL Rahul,2016,2.0,0.0,1.0,0.0,3.0,2.0,1.0
235,Karun Nair,2016,2.0,0.0,1.0,0.0,3.0,2.0,1.0
237,Kedar Jadhav,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
249,Kieron Pollard,2019,2.0,0.0,1.0,0.0,3.0,2.0,1.0
280,Mahela Jayawardene,2009,2.0,0.0,1.0,0.0,3.0,2.0,1.0
283,Mahela Jayawardene,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
291,Manish Pandey,2011,2.0,0.0,1.0,0.0,3.0,2.0,1.0
304,Marcus Stoinis,2020,2.0,0.0,1.0,0.0,3.0,2.0,1.0
327,Murali Vijay,2010,2.0,0.0,1.0,0.0,3.0,2.0,1.0
329,Murali Vijay,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
344,Nitish Rana,2021,2.0,0.0,1.0,0.0,3.0,2.0,1.0
350,Parthiv Patel,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
353,Parthiv Patel,2017,2.0,0.0,1.0,0.0,3.0,2.0,1.0
395,Rishabh Pant,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
399,Robin Uthappa,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
406,Roelof van der Merwe,2009,2.0,0.0,1.0,0.0,3.0,2.0,1.0
409,Rohit Sharma,2011,2.0,0.0,1.0,0.0,3.0,2.0,1.0
414,Rohit Sharma,2017,2.0,0.0,1.0,0.0,3.0,2.0,1.0
420,Ross Taylor,2011,2.0,0.0,1.0,0.0,3.0,2.0,1.0
422,Ruturaj Gaikwad,2020,2.0,0.0,1.0,0.0,3.0,2.0,1.0
435,Sachin Tendulkar,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
453,Saurabh Tiwary,2010,2.0,0.0,1.0,0.0,3.0,2.0,1.0
460,Shane Watson,2012,2.0,0.0,1.0,0.0,3.0,2.0,1.0
461,Shane Watson,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
471,Shaun Marsh,2013,2.0,0.0,1.0,0.0,3.0,2.0,1.0
483,Shikhar Dhawan,2019,2.0,0.0,1.0,0.0,3.0,2.0,1.0
490,Shivam Dube,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
491,Shivam Dube,2023,2.0,0.0,1.0,0.0,3.0,2.0,1.0
499,Shreyas Iyer,2021,2.0,0.0,1.0,0.0,3.0,2.0,1.0
500,Shreyas Iyer,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
510,Sourav Ganguly,2009,2.0,0.0,1.0,0.0,3.0,2.0,1.0
530,Suresh Raina,2011,2.0,0.0,1.0,0.0,3.0,2.0,1.0
536,Suresh Raina,2018,2.0,0.0,1.0,0.0,3.0,2.0,1.0
549,Tilak Varma,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
577,Virat Kohli,2021,2.0,0.0,1.0,0.0,3.0,2.0,1.0
596,Wriddhiman Saha,2022,2.0,0.0,1.0,0.0,3.0,2.0,1.0
616,AB de Villiers ,2019,0.0,2.0,0.0,1.0,3.0,2.0,1.0
642,Ajinkya Rahane ,2015,0.0,2.0,0.0,1.0,3.0,2.0,1.0
655,Ambati Rayudu ,2014,0.0,2.0,0.0,1.0,3.0,2.0,1.0
664,Andre Russell ,2015,0.0,2.0,0.0,1.0,3.0,2.0,1.0
670,Andrew Symonds ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
694,Brad Hodge ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
696,Brendon McCullum ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
699,Brendon McCullum ,2018,0.0,2.0,0.0,1.0,3.0,2.0,1.0
704,Chris Gayle ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
725,David Hussey ,2014,0.0,2.0,0.0,1.0,3.0,2.0,1.0
734,David Warner ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
750,Devdutt Padikkal ,2020,0.0,2.0,0.0,1.0,3.0,2.0,1.0
753,Devon Conway ,2023,0.0,2.0,0.0,1.0,3.0,2.0,1.0
759,Dinesh Karthik ,2012,0.0,2.0,0.0,1.0,3.0,2.0,1.0
784,Faf du Plessis ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
791,Gautam Gambhir ,2016,0.0,2.0,0.0,1.0,3.0,2.0,1.0
796,Glenn Maxwell ,2017,0.0,2.0,0.0,1.0,3.0,2.0,1.0
798,Glenn Maxwell ,2021,0.0,2.0,0.0,1.0,3.0,2.0,1.0
817,Irfan Pathan ,2010,0.0,2.0,0.0,1.0,3.0,2.0,1.0
823,Ishan Kishan ,2020,0.0,2.0,0.0,1.0,3.0,2.0,1.0
828,Jacques Kallis ,2013,0.0,2.0,0.0,1.0,3.0,2.0,1.0
837,Jean-Paul Duminy ,2016,0.0,2.0,0.0,1.0,3.0,2.0,1.0
838,Jesse Ryder ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
843,Jonny Bairstow ,2021,0.0,2.0,0.0,1.0,3.0,2.0,1.0
851,KL Rahul ,2018,0.0,2.0,0.0,1.0,3.0,2.0,1.0
855,KL Rahul ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
858,Kane Williamson ,2017,0.0,2.0,0.0,1.0,3.0,2.0,1.0
862,Karan Goel ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
870,Kevin Pietersen ,2010,0.0,2.0,0.0,1.0,3.0,2.0,1.0
878,Kieron Pollard ,2016,0.0,2.0,0.0,1.0,3.0,2.0,1.0
879,Kieron Pollard ,2017,0.0,2.0,0.0,1.0,3.0,2.0,1.0
892,Kyle Mayers ,2023,0.0,2.0,0.0,1.0,3.0,2.0,1.0
894,Lendl Simmons ,2014,0.0,2.0,0.0,1.0,3.0,2.0,1.0
904,MS Dhoni ,2014,0.0,2.0,0.0,1.0,3.0,2.0,1.0
908,MS Dhoni ,2018,0.0,2.0,0.0,1.0,3.0,2.0,1.0
914,Mahela Jayawardene ,2012,0.0,2.0,0.0,1.0,3.0,2.0,1.0
916,Mahipal Lomror ,2023,0.0,2.0,0.0,1.0,3.0,2.0,1.0
924,Manish Pandey ,2014,0.0,2.0,0.0,1.0,3.0,2.0,1.0
938,Manvinder  Bisla ,2012,0.0,2.0,0.0,1.0,3.0,2.0,1.0
958,Michael Lumb ,2010,0.0,2.0,0.0,1.0,3.0,2.0,1.0
974,Murali Vijay ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
975,Murali Vijay ,2013,0.0,2.0,0.0,1.0,3.0,2.0,1.0
989,Nicholas Pooran ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
995,Nitish Rana ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1005,Phil Salt ,2023,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1015,Quinton de Kock ,2018,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1028,Rahul Tripathi ,2017,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1036,Ravi Bopara ,2010,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1042,Ravindra Jadeja ,2021,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1048,Rishabh Pant ,2019,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1066,Robin Uthappa ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1069,Rohit Sharma ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1076,Rohit Sharma ,2019,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1080,Ross Taylor ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1084,Ruturaj Gaikwad ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1088,S Badrinath ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1096,Sachin Tendulkar ,2013,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1116,Shakib Al Hasan ,2018,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1124,Shaun Marsh ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1142,Shikhar Dhawan ,2021,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1165,Steven Smith ,2012,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1167,Steven Smith ,2016,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1174,Sunil Narine ,2017,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1184,Suresh Raina ,2015,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1192,Suryakumar Yadav ,2022,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1197,Tillakaratne Dilshan ,2009,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1235,Virender Sehwag ,2011,0.0,2.0,0.0,1.0,3.0,2.0,1.0
1250,Yashasvi Jaiswal ,2021,0.0,2.0,0.0,1.0,3.0,2.0,1.0
10,Aaron Finch,2014,3.0,0.0,0.0,0.0,3.0,3.0,0.0
17,Adam Gilchrist,2009,3.0,0.0,0.0,0.0,3.0,3.0,0.0
71,Brendon McCullum,2014,3.0,0.0,0.0,0.0,3.0,3.0,0.0
228,KL Rahul,2023,3.0,0.0,0.0,0.0,3.0,3.0,0.0
257,Kumar Sangakkara,2010,3.0,0.0,0.0,0.0,3.0,3.0,0.0
314,Michael Hussey,2011,3.0,0.0,0.0,0.0,3.0,3.0,0.0
369,Quinton de Kock,2020,3.0,0.0,0.0,0.0,3.0,3.0,0.0
370,Quinton de Kock,2021,3.0,0.0,0.0,0.0,3.0,3.0,0.0
450,Sanju Samson,2020,3.0,0.0,0.0,0.0,3.0,3.0,0.0
464,Shane Watson,2018,3.0,0.0,0.0,0.0,3.0,3.0,0.0
511,Sourav Ganguly,2010,3.0,0.0,0.0,0.0,3.0,3.0,0.0
518,Steven Smith,2015,3.0,0.0,0.0,0.0,3.0,3.0,0.0
541,Suryakumar Yadav,2020,3.0,0.0,0.0,0.0,3.0,3.0,0.0
544,Suryakumar Yadav,2023,3.0,0.0,0.0,0.0,3.0,3.0,0.0
634,Adam Voges ,2010,0.0,3.0,0.0,0.0,3.0,3.0,0.0
666,Andre Russell ,2019,0.0,3.0,0.0,0.0,3.0,3.0,0.0
745,Debabrata Das ,2008,0.0,3.0,0.0,0.0,3.0,3.0,0.0
758,Dinesh Karthik ,2011,0.0,3.0,0.0,0.0,3.0,3.0,0.0
841,Jonny Bairstow ,2019,0.0,3.0,0.0,0.0,3.0,3.0,0.0
867,Karun Nair ,2018,0.0,3.0,0.0,0.0,3.0,3.0,0.0
903,MS Dhoni ,2012,0.0,3.0,0.0,0.0,3.0,3.0,0.0
910,MS Dhoni ,2020,0.0,3.0,0.0,0.0,3.0,3.0,0.0
951,Mayank Agarwal ,2020,0.0,3.0,0.0,0.0,3.0,3.0,0.0
980,Naman Ojha ,2012,0.0,3.0,0.0,0.0,3.0,3.0,0.0
993,Nitish Rana ,2019,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1145,Shimron Hetmyer ,2021,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1171,Stuart Binny ,2012,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1178,Suresh Raina ,2009,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1182,Suresh Raina ,2013,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1237,Virender Sehwag ,2013,0.0,3.0,0.0,0.0,3.0,3.0,0.0
1271,Abhishek Nayar,2008,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1273,Adam Gilchrist,2008,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1274,Adam Gilchrist,2013,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1276,Ajinkya Rahane,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1278,Ajinkya Rahane,2023,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1282,Ambati Rayudu,2012,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1284,Ambati Rayudu,2016,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1286,Ambati Rayudu,2021,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1288,Andre Russell,2018,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1289,Andre Russell,2021,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1292,Angelo Mathews,2010,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1296,Ben Rohrer,2013,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1301,Brendon McCullum,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1305,Chris Gayle,2014,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1306,Chris Gayle,2017,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1316,Dinesh Karthik,2011,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1319,Dwayne Bravo,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1322,Dwayne Smith,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1323,Dwayne Smith,2012,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1328,Faf du Plessis,2014,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1329,Faf du Plessis,2016,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1335,Graeme Smith,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1345,Ishan Kishan,2021,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1361,Karun Nair,2018,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1364,Kevin Pietersen,2010,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1375,MS Dhoni,2010,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1376,MS Dhoni,2018,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1382,Manan Vohra,2017,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1387,Manish Pandey,2023,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1389,Manoj Tiwary,2012,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1391,Manoj Tiwary,2017,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1397,Mayank Agarwal,2020,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1404,Morne van Wyk,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1405,Murali Vijay,2013,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1406,Naman Ojha,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1408,Nehal Wadhera,2023,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1414,Parthiv Patel,2015,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1429,Rajat Patidar,2022,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1434,Ravindra Jadeja,2009,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1435,Ravindra Jadeja,2012,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1440,Riyan Parag,2019,0.0,0.0,2.0,0.0,2.0,0.0,2.0
1443,Robin Uthappa,2018,0.0,0.0,2.0,0.0,2.0,0.0,2.0
