date,venue_link,venue_name,match_url,match_id
"Oct 17, 2021",/cricket-grounds/integrated-polytechnic-regional-centre-kigali-1278780,Kigali,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1282997/malawi-vs-swaziland-6th-match-group-a-1283026/full-scorecard,1305
"Oct 16, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2021-22-1282731/italy-vs-jersey-4th-match-1282741/full-scorecard,1303
"Oct 16, 2021",/cricket-grounds/gahanga-international-cricket-stadium-rwanda-1151242,Rwanda,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1282997/ghana-vs-seychelles-3rd-match-group-a-1283023/full-scorecard,1301
"Oct 16, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2021-22-1282731/denmark-vs-germany-3rd-match-1282740/full-scorecard,1300
"Oct 16, 2021",/cricket-grounds/gahanga-international-cricket-stadium-rwanda-1151242,Rwanda,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1282997/rwanda-vs-ghana-1st-match-group-a-1283021/full-scorecard,1298
"Oct 16, 2021",/cricket-grounds/integrated-polytechnic-regional-centre-kigali-1278780,Kigali,/series/icc-men-s-t20-world-cup-sub-regional-africa-a-2021-22-1282997/lesotho-vs-swaziland-2nd-match-group-a-1283022/full-scorecard,1299
"Oct 15, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2021-22-1282731/denmark-vs-italy-2nd-match-1282739/full-scorecard,1297
"Oct 15, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/icc-men-s-t20-world-cup-europe-region-qualifier-2021-22-1282731/germany-vs-jersey-1st-match-1282738/full-scorecard,1296
"Oct 8, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/estonia-vs-isle-of-man-6th-match-1279386/full-scorecard,1292
"Oct 8, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/cyprus-vs-estonia-5th-match-1279385/full-scorecard,1290
"Oct 7, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/cyprus-vs-estonia-4th-match-1279384/full-scorecard,1288
"Oct 7, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/cyprus-vs-isle-of-man-3rd-match-1279383/full-scorecard,1287
"Oct 6, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/estonia-vs-isle-of-man-2nd-match-1279382/full-scorecard,1285
"Oct 6, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/cyprus-t20-tri-series-2021-22-1279377/cyprus-vs-isle-of-man-1st-match-1279381/full-scorecard,1284
"Oct 5, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/estonia-in-cyprus-2021-22-1279373/cyprus-vs-estonia-2nd-t20i-1279380/full-scorecard,1283
"Oct 5, 2021",/cricket-grounds/happy-valley-ground-episkopi-1279324,Episkopi,/series/estonia-in-cyprus-2021-22-1279373/cyprus-vs-estonia-1st-t20i-1279379/full-scorecard,1282
"Sep 16, 2021",/cricket-grounds/entebbe-cricket-oval-533111,Entebbe,/series/uganda-t20-tri-series-2021-1275034/kenya-vs-nigeria-9th-match-1275045/full-scorecard,1277
"Sep 13, 2021",/cricket-grounds/entebbe-cricket-oval-533111,Entebbe,/series/uganda-t20-tri-series-2021-1275034/kenya-vs-nigeria-6th-match-1275042/full-scorecard,1272
"Sep 11, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/germany-tour-of-spain-2021-1275037/spain-vs-germany-3rd-t20i-1275054/full-scorecard,1269
"Sep 11, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/germany-tour-of-spain-2021-1275037/spain-vs-germany-2nd-t20i-1275053/full-scorecard,1267
"Sep 11, 2021",/cricket-grounds/entebbe-cricket-oval-533111,Entebbe,/series/uganda-t20-tri-series-2021-1275034/kenya-vs-nigeria-3rd-match-1275039/full-scorecard,1266
"Sep 10, 2021",/cricket-grounds/desert-springs-cricket-ground-1207080,Almeria,/series/germany-tour-of-spain-2021-1275037/spain-vs-germany-1st-t20i-1275052/full-scorecard,1262
"Sep 5, 2021",/cricket-grounds/moara-vlasiei-cricket-ground-1197827,Ilfov County,/series/continental-cup-2021-1275261/hungary-vs-malta-3rd-place-play-off-1275276/full-scorecard,1259
"Sep 5, 2021",/cricket-grounds/moara-vlasiei-cricket-ground-1197827,Ilfov County,/series/continental-cup-2021-1275261/romania-vs-luxembourg-final-1275277/full-scorecard,1257
"Sep 4, 2021",/cricket-grounds/moara-vlasiei-cricket-ground-1197827,Ilfov County,/series/continental-cup-2021-1275261/romania-vs-malta-2nd-semi-final-1275275/full-scorecard,1255
"Sep 4, 2021",/cricket-grounds/moara-vlasiei-cricket-ground-1197827,Ilfov County,/series/continental-cup-2021-1275261/hungary-vs-luxembourg-1st-semi-final-1275274/full-scorecard,1254
